gene	TAM 1	TAM 2	prol. TAM6	prol. TAM13	DC1	DC2	DC3	DC4	Monocytes	T cells	Regulatory T cells	NK cells	B cells	plasma B cells	Mast cells
Stk4	0.326096288	0.317481299	0	0.328727624	0	0	1.684702457	0.711975374	0	0.715220156	0	0	0	0.132827865	0
Cdk6	0.393189724	0	0	0	0.295877839	0.245289219	0.20547201	0.291394222	0.291963174	0.915358728	1.885728199	0	0.198497484	0.131857914	0
Epsti1	1.961627994	1.483719172	1.834461979	1.58533495	1.479718638	0	12.01830577	1.057707483	3.883467516	3.868866017	0	3.467848405	1.354481888	0.321164631	0.866740559
Pfkp	0.414726374	0.161849287	0.386913988	0.146381278	1.742063625	1.525722168	0	0.369371843	0	0.794267338	1.076894621	0	0.315000582	0.201155588	0
Zcchc7	0.381260052	0	0.323303271	0.323099581	0	0	0	0.969851742	0	0.723156613	0.765314077	0.767678775	0.966234571	0.179582271	0
Rassf5	0.335090208	0.310565842	0.337174347	0.308417933	0	0	0.158456186	0	0	0.940133567	0.736841017	0.69417978	0	0.101239196	1.001091516
Stk24	0.360143885	0.238035281	0.389392876	0.245825783	0	0.702023793	0.924761299	0	0	0.864542269	1.006457703	0.872475582	0	0.296890598	0
Gpr171	0.427617488	0.053153344	0.320255558	0.064743049	1.915414259	2.11297465	0.185243262	2.398734703	0	1.023296172	0	1.867457224	0	0.244032991	1.045072954
Ccl5	8.827273114	12.61368996	5.370673275	8.277053155	2.394950542	6.347667448	87.98584536	3.394767222	0	52.94619759	10.735362	66.26179467	2.002619056	2.784944971	8.04655158
Ktn1	0.387947217	0	0	0	0.30054491	0	4.406836254	0	0.280920819	0	0	0	0.680479634	0.341175476	0
Cnot6l	0.30175269	0.322993693	0	0	0.23172384	0	0.341416437	0	0.356993159	0.971966229	0.759021371	0.840491556	0.76881969	0.163262804	0
Uchl3	0.268824047	0	0	0	0.756839143	0	0	0.795017527	0.216199724	0.578732353	0.616873018	0	0.997174069	0	1.778349532
Map4k4	0.365410434	0	0.35753861	0	0	0	4.805642465	0	0	0	0	0	0.350174394	0.083711384	0.273234135
Unc119	0.400803504	0.13507976	0.30774414	0.110356928	2.109136392	1.146576641	0.086081974	0	0	0	0.991571366	0.80809401	0.686046296	0.136213873	0
Srrt	0.312697434	0	0.560895971	0.559948153	0.549407617	0	0	0.601822124	0	0	0.637733283	0	0	0.238573693	0.226985511
Pigx	0.351822042	0	0.337339281	0	0.340594888	0	0.274148655	0	0	0.72255632	1.579022793	0	0.257679147	0.16477808	0
Lrrk1	0.370746226	0	0.327628882	0.355099557	0	0.996970832	4.147623426	0.825796958	0	0.3243682	0.064705901	0.783750327	0	0.116168187	0.160180335
Nasp	0.320179353	0.278189072	0.722180669	0.646478679	0	0	0.176194048	0.278325451	0.25918974	0.559519025	0.763776249	0	0	0.213453765	0
Gpr183	0.416087267	0.368768001	0	0	0.364616931	1.49490771	1.517983381	0	0	0.728169634	0	0.345578678	1.027406001	0.142169661	0.221003604
Nsmce1	0.34377608	0.31597445	0.614643987	0	0.706437213	0	1.044235027	0.737425026	0.31807629	0	0.600800552	0	0	0.068515636	0.626337605
Polr2m	0.339733788	0.303874997	0	0	0	0	0	0.616620561	0.326890183	0.69013506	0.613868625	0.612247698	0	0.25644062	0
Gar1	0.292479172	0.25093682	0	0	0.537647674	0	0.246208227	0.238369392	0.182129422	0.552024397	0.51969475	0.601647154	0.526067994	0.137093892	0.670862865
Igha	1.490168353	1.488226216	1.358722145	1.367053845	1.520648279	1.963342587	1.542557329	2.43209759	1.355976717	1.475593512	1.585680366	1.608702283	6.028192092	809.3544099	1.637688109
Ubtf	0.343744923	0	0	0	0	0	0	0	0	0.610219098	0.779772473	0.611201145	0.629671573	0.209801091	0
Cd164	0.772847598	0	0	0	0.270783198	0	0.415455212	4.187180978	0	1.377794874	0	0	0	0.611090278	0.734555321
Npm3	0.732444113	0.600393928	0	0	0	0	0.314391513	0	0.670030318	1.921098545	0	1.921690237	0	0.363787287	0
Rhoh	1.043703128	0	0.958060377	0	0.344254586	0.544950074	0.130348131	0	0.830388296	2.336976541	3.175229511	0	1.852649507	0.424760624	2.444912644
Chd2	0.317783688	0	0.274830152	0.307205343	0.318525733	0	0	0.808129879	0	0.679088941	0.710700307	0.584940567	0.81222856	0.213479081	0
Ogt	0.840201889	0.714132751	0.578144875	0.507695793	0	0.716685568	0.593223541	2.190222938	0.764010943	2.038500143	1.936079669	1.742678434	1.969927068	0.738628898	0.534627025
Batf	0.333834944	0.226707143	0.27465279	0.205098463	0.231646217	0.331151008	0.116076432	0.318456173	0	0.838302814	1.554907603	0	0	0.112270621	0
Slc38a2	0.299382198	0	0	0	0.258107607	0.549945729	0.938066511	0	0	0	0	0.62693508	0.64486358	0	0.57228147
Arfrp1	0.298054064	0	0	0	0	0	0.885708763	0	0	0.511910302	0	0.511616682	0	0.185691505	0
Cntrl	0.246605561	0.245073632	0	0	0	0	0	0	0.285728139	0.853525154	0.976603435	0.623009769	0	0.143406594	0
Prrc2c	0.916486665	0.938218437	0.992641491	0	0	0	1.000963058	0	0	2.317266666	2.732806357	2.063511766	0	0.267645462	0.836577864
Tax1bp1	0.904250831	0.764874846	0	0.883315678	0	0	2.000139186	1.611472513	1.926203284	0	2.077355498	0	0	0.45712595	2.885078362
Lbh	0.303741731	0.201220198	0.227942974	0.194430388	0.299048863	0.304856665	0.113156338	0.643668451	0.270370571	0.739774852	1.48964483	0	0.669252443	0.09267566	0
Cldnd1	0.29124687	0.543318207	0.281255588	0	0	0	0	1.042135378	0	0	0.580426523	0	0	0.23887261	0
Kmt2a	0.20730049	0.273821534	0.242674334	0	0.229807309	0.242130021	0	0	0.196255578	0.727430134	0.733495761	0.656702881	0.871539123	0.181687273	0.21140488
Rps26-ps1	0.897210426	0	0.895538426	0	0	0	0	0	0.803578958	1.733770535	0	1.678720119	2.017852301	0.644446209	1.717726358
Tspan3	0.275253124	0.784324914	0	0.827656646	0.274986261	0.2284238	3.386260275	0	0.142904378	0.299061916	0	0.127991648	0.124468741	0.079905016	0.114980989
Hnrnpc	0.979297061	0	0	0	0	0	0	1.702188049	0	1.596534943	2.029616606	0	0	0.728871358	0
Bbx	0.298400747	0	0.27484462	0	0.594922214	0	0.803893398	0.711943784	0	0	0	0	0	0.173237539	0
Ndfip2	0.289644659	0	0.262273578	0	0.239252788	0.220916723	0.241015336	0	0	0.662452217	0.730493716	0.548945664	0.249822311	0.171317601	0
Itga4	0.323894613	0.089934907	0.295824368	0.089842099	0	0	3.650732478	0.780860996	0	0.905560498	0.948012712	0.95015127	1.554096679	0	0.210031612
Nop58	0.290546485	0.245325869	0.57577937	0.5410416	0	0	0.106761404	0.265525435	0.245939614	0.535165365	0.639079823	0.56803913	0	0	0.706714802
Ciapin1	0.25123278	0.201964891	0	0	0	0	0	0	0	0.563859007	0.982380888	0	0.187374801	0.127731183	0.227255964
Fundc2	0.904450091	0	0	1.45057907	0.386101856	0.693122467	0.506814063	0.715034114	0.68932553	1.511947348	1.711542512	1.505398442	0	0.652710867	3.123981489
Ifi205	0.461908228	0.242420081	0.414512972	0.228013404	5.105848265	2.915254109	0	0.137062702	3.020188311	0.035456325	0.054842269	0.048293582	0.108591207	0.05342367	0.100407833
Jund	1.617912566	1.23114915	1.089566559	1.084732613	3.324712159	0	1.252725355	3.837955265	0	3.404195112	4.778810343	3.598805795	0	3.801420397	4.757568257
Chd3	0.274238862	0.17560403	0.25013812	0.158578999	0	0.307917183	0	0.28919838	0.166659172	0.968226065	1.455331363	0	0.275673876	0.04756215	0
Pigp	0.298756071	0	0.205716988	0.286511441	0	0	0	0.83928597	0.153980476	0.614518787	0	0.598526035	0	0.164546285	0
Mcm6	0.311243279	0.260748444	0	0	0	0.289718266	0.182801549	0.163989028	0.103497049	0.659090763	1.013566142	0.618626272	0	0.241386249	0
Gpr34	0.23306709	1.537819179	0.197978655	1.043350069	0.097851875	0.142240768	0.02423561	0.04231752	0.041596711	0.275100205	0.076564321	0.271718964	0.216415166	0.028603034	0
Supt4a	1.47173367	1.214206595	1.296784965	1.128945999	0	2.398446829	4.082650643	0	0	2.613903867	2.645409368	2.490045623	0	0.767051094	1.391242222
Gadd45b	0.361564502	0.475418372	0.246211262	0.388847634	0.162573373	0.419284507	7.688088992	1.087169863	1.34433005	0.40740486	1.73923286	0.301371671	0.286145229	0	0.246736544
Mdm4	0.281143717	0	0	0	0	0	0	0	0	0	0.517601402	0	0.572874778	0	0
Taf7	0.200721529	0	0	0	0	0	0	0.378213164	0.492615145	0	0	0	0	0.10066679	0.398473711
C4b	0.367928412	1.970184238	0.336985385	1.547154534	0.07228744	0.073894426	0.085423998	0.086218132	0.203840015	0.064054961	0.06658086	0.071372687	0.075920596	0.063671792	0.16440153
Ezh2	0.215043043	0.144776981	0.906562577	0.818977191	0.637134893	0	0.757886661	0	0.114843259	0.498703433	0.752348305	0	0	0.196224989	0
Ttc39b	0.245034741	0	0.274522752	0	0	0.184111469	0.14357711	0.047931315	0	0.728656769	0.868796301	0.668707558	0	0.162343193	0
Nfkb1	0.660348003	0	0	0	0	1.471454104	2.356915375	0	0	0	1.322638299	1.191567202	0	0.186599642	0
Fam204a	0.273773223	0.228209702	0	0	0	0	0.225167572	0	0	0.664904957	0	0.663092255	0	0.218901851	0.604654251
Arl2bp	0.255332752	0.202095317	0	0	0	0	0	0	0.197607638	0.651520833	0.810917263	0.550546146	0	0.208920539	0.259505882
4930453N24Rik	0.264623916	0.206994962	0	0	0.233156788	0.24333128	0.242765902	0	0	0.646352871	0.546919938	0.564627316	0	0.214341543	0.182696431
Arid4b	0.280900538	0.293150794	0.258240329	0.274374671	0	0	0	0.617433939	0	0.680965762	0.827745424	0.65587738	0.859732171	0.284557775	0
Pcgf5	0.253353281	0.183719067	0	0	0	0	2.498286976	0.198092163	0.472236914	0	0	0.181929215	0.20427019	0.102980559	0
Ifit1	1.103844187	1.216781889	0.950559629	0	0.422059267	2.09586974	0	0.314278905	4.212229096	2.490335816	2.101084325	1.213432071	0.839708136	0.193190312	1.116544114
Arid5a	0.299002785	0.269376565	0	0.297242097	0.134208752	0	0.205578789	0	0.66784964	0.718308553	0	0.546303419	0	0.074953029	0.169256414
Huwe1	0.241059437	0	0	0	0	0	0.43656922	0.446865545	0.19856256	0.429610728	0.496041379	0.455629372	0.486338914	0.194953199	0
Txndc5	0.283896511	0.292758369	0.307634202	0.312065756	0	0.202867966	0.166839038	3.682200452	0.219954296	0.240594399	0.213896224	0.23792282	0	9.21004481	0
Ppp1r35	0.246044465	0.228986419	0	0	0	0	0.455609468	0.465299672	0	0.42126154	0.577197327	0	0	0.1048408	0
Rasal3	0.242516493	0	0	0	0.121653642	0.184958524	0.056702363	0	0.135943637	0.753069585	0.602866659	0.609887497	0	0.12896695	0
Denr	0.878272634	1.451174913	0	1.835077724	0	0	0.492250178	0	0.645191038	0	1.600490335	0	0	0.625495506	0
Prkag1	0.230247873	0.221322916	0	0	0	0	0	0	0	0.44174206	0.563261056	0.418477458	0	0.101410337	0
Usp1	0.234344845	0.192778463	0.679382799	0.648818546	0	0	0.169834329	0.229112366	0	0.423852967	0.643947041	0	0	0.190978954	0
Asap1	0.206037401	0.525251536	0.197778126	0.443054409	0.509896853	0	1.105502736	0.056099465	0	0	0.133857536	0	0	0.0380239	0.174424538
Sdf4	2.016421952	0	1.899510807	2.109254092	1.344211464	1.536770488	0	2.059108422	1.613628766	4.521960374	17.21137146	1.925967892	1.240698885	1.765173147	1.977327215
Stag2	0.252355715	0	0	0	0	0	0	0.474085691	0	0.46026562	0.471491956	0.498315745	0	0.110459635	0
Akna	0.230363129	0.201040307	0.23728489	0.226397112	0	0	0.454643066	0.186514013	0	0.573808775	0.654086873	0.516798432	0	0.093127339	0.223861744
Il16	0.231204998	0.197737268	0.188969886	0.16194759	0	0.202003673	0.026295321	0	0.184749507	0.553048518	0.582471201	0.434987837	0.71183984	0	0
Isy1	0.247868574	0.192355304	0	0.256692352	0	0	0.684087937	0.252046846	0	0.562704054	1.051623975	0.580873627	0	0.13179703	0
Tnf	0.256256985	1.070116324	0	1.368427228	0.111442071	0.103909229	0.053271447	0.531764061	0	0.153213469	0.234529411	0.05649059	0.108330836	0.032482617	0
Adss	0.247815513	0.200412889	0	0.250871878	0	0	0	0.593773297	0.240611443	0.650180724	0.865524917	0.655392373	0.551035472	0.104444708	0
Bri3bp	0.226346753	0.203985301	0	0	1.358204306	0.92366899	0.495529495	0.876659469	0	0	0	0.179718786	0	0.097029416	0
Sdhaf1	0.229968476	0.184482632	0.187057211	0.182030523	0	0	1.271477965	0	0	0	1.010493522	0	0.494754042	0.158464829	0.212506807
P2ry12	0.284168754	1.90348148	0.273986086	1.642837933	0.060404554	0.068164034	0.015549012	0.276139357	0.231357076	0.027209791	0.030036454	0.028752329	0.091964356	0.026199789	0.086499875
Smchd1	0.629870963	0.579563487	0	1.290314781	0.674534571	0	1.586288979	0.712158954	0	1.721831551	1.321323361	0	0	0.505587148	0.645944219
Ctso	0.261615841	0	0.211967871	0	0.116233425	0	0.23303649	2.334088563	0	0	0	0	0.619897212	0.201835719	0.205131569
Rnf138	0.278856205	0.24462445	0.251215803	0.249885436	0	0.286746155	0	0	0.308442578	0.854314143	0.957929386	0.628460034	0	0.178567253	0
Maz	0.208994728	0.205394744	0.450445141	0	0	0	0	0.166659403	0.159541558	0.433510155	0.531144065	0	0	0.092996859	0.413118126
Ncoa7	0.249310459	0.135137651	0.291263957	0.217144223	1.401437806	0	3.609881502	0.18087028	0	0	0.619897861	0.282001866	0.27711045	0.099067499	0.267642447
Fdx1	0.206438628	0	0	0	0	0.180466341	0	0	0.10041064	0.416738847	0.509110536	0	0	0.134134391	1.388181795
Yme1l1	0.230843334	0	0	0	0	0	0.577804309	0	0	0	0.415617936	0	0.418680374	0	0
Wdfy1	0.238857967	0.573817525	0	0.524877526	0.513763497	0.203913574	0.134990708	0	0.198822995	0	0	0.455498034	0.440611992	0.075548661	0
Xrn1	0.258005106	0	0	0	0	0	0	0	0	0.465964258	0	0	0	0.174987812	0
Impa1	0.231570282	0	0	0	0	0	0	0	0	0.439048557	0.574476524	0.455854778	0	0.1321337	0
Rpl13a-ps1	0.262795639	0	0.232211889	0	0	0	0.292040231	0	0.26690728	0.727548775	0	0.704070727	0.75840247	0.213559864	0
Uap1	0.226808747	0	0.234621729	0	0.202371992	0	3.509887156	0	0.236352675	0.209901103	0.55571465	0	0	0.221006867	0.473548711
H2-DMb2	0.29149198	0.130228796	0.272988347	0.099602431	1.535366496	5.705527181	1.59165404	0	0.246085695	0.05023903	0.057866852	0.027607362	6.678669499	0.116721675	0.106648431
Slc38a1	0.183386039	0	0	0	0	0.398774972	0.113862721	0.685641821	0.204023622	0.417855812	0	0.437522346	0	0.181007352	0
Arl5a	0.226045031	0.203839317	0.229278146	0.202484618	0	0.224083119	1.241450712	0	0.220932512	0.229655584	2.062805462	0	0.183711361	0.196187226	0.200443022
Trmt1l	0.224353502	0	0	0	0	0	0.547124952	0	0	0.422038147	0	0.414964675	0.418870301	0.119855572	0
Bin1	0.910545504	3.102855654	0.908238437	3.289508447	0.436443358	0	0.884066622	0.160648482	0.475878111	0.881030234	0	0	1.715598617	0.131169785	0.692555515
Zc3h15	0.642819352	0.617854787	0	0	0	0	0	0	0	1.066169245	1.504848442	1.156394266	0	0.580830311	0
Mmd	0.209134422	0.25055908	0	0	0.118493659	0.161415196	1.032183393	0.135189881	0.139103884	0.506285932	1.302890646	0.702291614	0	0.140801862	0.22951981
Dcps	0.230994625	0.175027045	0	0	0	0	0	0	0.233627839	0.571824077	0.538503985	0.50196258	0	0.159306896	0
Tcf12	0.22426744	0	0	0	0.165773832	0.137747954	0.131397902	1.484834932	0.169157029	0.383462925	0	0.43923725	0.454639777	0	0
Kcnq1ot1	0.251738934	0	0	0	0	0.216021843	0.174724285	0	0.14390442	0.492550495	0.523017461	0.506015713	0.719714395	0	0.487352947
Nfkbid	0.215609985	0.424677641	0	0.492762797	0	0	0	0.448964164	0.423034826	0.216028637	0.520606175	0	0.58339685	0.052349204	0.578473206
Top2b	0.230434496	0	0	0	0.452801002	0	0.21534187	0	0.1776888	0.536286021	0	0.498270086	0	0.156752781	0
Etv3	0.290279673	0	0.260571305	0	0	0.718043406	3.7604084	0.147334037	0	0.206085268	0.22052008	0	0.281714968	0.13413712	0.210462318
Trim30a	1.856552788	0	0	0	0	0	0	4.585505435	3.076194458	0	0	0	0	0.736508284	1.249877759
Ppih	0.197938134	0.15754564	0.502434762	0.430835542	0	0	0	0	0	0	0.409080962	0	0	0.124233939	0
Ptpn2	0.225894866	0.166495451	0	0.200584847	0	0	0.658114383	0	0	0.416269955	0.546177076	0.445769711	0	0.132209787	0
G3bp1	0.812804342	0	1.414217066	1.411344659	1.454789681	1.4250686	0	0	0.744409085	1.34047875	1.59325965	0	0	0.467733623	0
Ppp2r2a	0.256645266	0	0	0	0.227412629	0	0	0	0	0.489873114	0.581369316	0.462375919	0	0.169661436	0.234690161
Pnisr	0.774041763	0	0.629274176	0	0.73949526	0	1.40574412	1.422739277	0	1.426179414	1.428089603	1.45805555	1.614638958	0.56337361	0
Pym1	0.213242929	0.172092903	0	0	0	0	0	0	0	0.437305999	0.571742971	0	0	0.113221774	0
Lpgat1	0.195618298	0.450681554	0	0	0.425833034	0	0.142913955	2.646371319	0.128797822	0.131636328	0	0.165724522	0.440512237	0.074550742	0
Qpct	0.251891695	0.153811117	0.264339349	0.22965269	2.857545951	2.721520732	0.08489569	0.037204883	0.215694534	0.260908361	0.023739984	0.185072588	0.070737078	0.030608896	0.131106063
Mob3a	0.181245121	0.151407728	0.171001378	0.145841239	0.402998548	0.467144736	0.961724409	0.669227596	0.19027017	0.385946523	0.478469992	0.456700254	0	0.06265691	0
Gnai3	0.222068459	0.235244849	0	0	0	0	1.216370588	0	0	0.465129862	0.509845912	0	0	0.11376915	0.516560656
Rpa1	0.190298045	0.179710126	0.405572075	0	0	0	0.099845273	0.181950472	0.121495279	0.399082044	0.518410671	0	0	0.129306194	0
Rsf1	0.194826756	0	0	0	0	0	0.440282433	0	0	0.359318632	0.471973537	0	0	0.091458452	0.135734185
Zbtb20	0.302744463	0.282839266	0.232705755	0.22133044	0.232056266	0	0	1.216700057	0.245640068	0	0	0.810031687	3.077623114	0	0
Lig1	0.22368808	0.218594433	0.691209736	0.705015217	0	0.184496225	0.134389435	0.050297388	0.094255559	0.468072358	1.466210677	0	0.202310163	0.128898704	0
Ing1	0.202567796	0.185454217	0	0	0	0	0	0	0	0.377054295	0.501871791	0.396556381	0.380451289	0.147744654	0
Ccl4	5.518895587	27.43963641	5.282867905	29.45779623	1.970646221	2.622533703	1.624504046	24.08845572	0	0	0	6.894759267	1.891024157	1.061087923	16.81176651
Coq2	0.17364387	0	0	0.330906422	0.432404573	0.345950203	0.062416669	0.664705245	0.415054652	0	0	0	0	0.110458884	0
Cbx5	0.194162836	0	0.564129272	0.700587869	0	0	0.155780054	0	0.096806516	0	0.432471347	0	0	0.113627049	0
Camk2n1	0.241053698	0.896641206	0.178187383	0.674149171	0.045558914	0.04134076	0.020668684	0.015827974	0.056980434	0	0.486766388	0.497533258	0.170439521	0.050684297	0
Auh	0.219408644	0.215518292	0	0	0	0	1.281948341	0.507517901	0	0	0.528418493	0.418229183	0	0	0
Med11	0.19499627	0	0	0	0	0.376589149	0.746699863	0	0	0	0.381298428	0	0	0.065441398	0
Cdkn1b	0.201830636	0.153012447	0.21962544	0.186325861	0	0.433141115	0.53977731	0	0	0.485874347	0.726604439	0	0	0.127135162	0.19996788
Znrf1	0.185560631	0.156551263	0.171734643	0.172956584	0.088240174	0.176573295	0	0.361635389	0	0.474045486	0.686252602	0	0.104390249	0.050745965	0.391623854
Ugcg	0.219510653	0.201035243	0	0.215597774	0.096232841	0.165696579	0.063621214	0	0.187124137	0.552626249	0.175615566	1.601325703	0.217299724	0.12834301	0.208783095
Anxa11	0.23200959	0.133348639	0	0.10334868	0	0	0	0	0	0.522444933	0.781621944	0	0	0.067553706	0.49808272
Lztfl1	0.231300872	0.212720828	0.209945026	0.161182991	0	0.496003379	0.450283133	2.777281774	0	0.228349372	0.602834486	0.128984648	0	0	0.20986225
Slc2a6	0.19017944	0.690353048	0	0.580827116	0.075835531	0	0	0.692640616	0	0.026348797	0.027754238	0.130407118	0.079451471	0.044080438	0
Pmaip1	0.251583946	0.204441384	0	0.222995551	0.847009843	1.38017124	1.867411257	0.561494307	0.480987363	0.174150806	0	0.064780332	0.171554627	0.092104943	0.190738754
Fryl	0.154094193	0.170822762	0.194212085	0	0	0	0.491018844	0.530736981	0.160645436	0.520636128	0.449245925	0.732127127	0	0.115221214	0
Gpr84	0.254460268	1.350661523	0.222477971	1.280484714	0.030347364	0.045252742	0.03025554	0.018854878	0.805647337	0.023533842	0.016222929	0.017005103	0.059359245	0.018019279	0.101966077
Cyld	0.191554719	0	0.190024289	0	0	0	0.393529007	0	0	0.407528827	0.635347012	0	0	0	0
Yaf2	0.175300977	0	0	0	0	0.152156916	0.147729494	0.174395139	0.17932501	0.366665133	0.661294411	0	0	0.126900526	0.509306574
Numa1	0.198121422	0	0.387388853	0.4154595	0	0	0	0	0.14681563	0	0.380875448	0	0	0.07646861	0.174537007
Mcm7	0.164438531	0.12320409	0.457549226	0.396394095	0.341441112	0	0.077493645	0.113109144	0.064506203	0.356439057	0.486608673	0	0.140699182	0.087604325	0
Mob2	0.186564194	0.146642668	0	0	0.159113521	0	0	0	0	0.446008946	0.371685581	0	0	0.089858614	0
Cyfip2	0.16159685	0.030527258	0.194149987	0.041357201	0.482174888	0	0	0.562500358	0.154046094	0.549801193	0.581137084	0.656995601	0.435657014	0	0
Card9	0.121448066	0	0	0	0	0.167117083	0	0	0	0	0	0	0	0	0
Nrm	0.147339573	0.148342876	0.466205448	0.561386484	0.337986863	0.418399723	0.133574745	0.151573873	0	0	0.317411574	0	0.383633109	0.054081353	0.45057747
Hmgn5	0.162096591	0.107363176	0.419145472	0	0.136276617	0	0.051285223	0.113988313	0.151606585	0.443885272	0.745716204	0.433628423	0	0	0.488165944
Tusc3	0.156772272	0	0	0.321692326	0	0.120488433	0.102144404	0.123852286	0.083185346	0.333631832	0.398782395	0.334974674	0	0.070763529	0
Mtf2	0.170182822	0	0	0	0	0	0	0	0	0.333652014	0.438281485	0.352458638	0	0.109158067	0
Mis18a	0.159158053	0.12875006	0.484045302	0.422092621	0.372402309	0	0	0.16058952	0	0.325298784	0.468049656	0	0	0.067260903	0
Prps1	0.160258667	0	0.303320911	0.326715453	0.138115664	0	0.729257332	0.108708111	0.122593832	0	0	0	0	0.130888363	0
Suz12	0.183679353	0	0.371334247	0.366469757	0	0	0	0	0.147890158	0	0.428860884	0	0	0.148047931	0
Tbc1d1	0.246246992	0.259267516	0.251831231	0	0	0	1.411349987	0	0	0.511964319	0	0	0.634306467	0.092201622	0.225737569
Spsb1	0.231764221	0.251158635	0	0.268178109	0.06319174	0	0.486765111	0	0	0.078907246	0.050924288	0.092487558	0.045211443	0.022844736	0.094156106
Vezf1	0.16366214	0	0	0	0	0	0.393032918	0	0	0	0	0.411715787	0	0.120459703	0.46744389
Ncbp3	0.196255952	0	0	0	0.423694427	0.611568224	0	0	0	0	0.427687733	0	0	0.069405498	0
Tnfaip3	0.26275865	0	0.25196846	0	0.114395944	0.293604462	0.58893371	0.18585792	0	0.617895526	0.991010432	0.611248262	0.217393472	0.078159407	1.190167179
Tfam	0.171456245	0.157306462	0	0	0	0	0.155882747	0	0	0.389157118	0.524563447	0.372260795	0.486731466	0.158786483	0
AI467606	0.165915626	0.156604145	0	0.158149122	0	0	0.10538992	0.497806978	0.155723902	0.398084326	0.540301451	0	0	0.159733641	0.387141039
